,Loan_Sanction_Amount_(USD)
7111,23046.63
7112,67623.67
7113,16303.34
7114,22438.22
7115,46894.67
7116,88741.11
7117,201373.42
7118,50876.59
7119,10998.77
7120,6206.83
7121,48881.22
7122,92837.99
7123,88721.09
7124,17533.83
7125,74061.91
7126,9032.16
7127,27782.36
7128,28438.97
7129,51829.6
7130,24494.14
7131,112377.63
7132,21644.7
7133,59526.45
7134,31409.34
7135,25307.28
7136,7255.23
7137,59005.13
7138,68219.02
7139,49477.64
7140,80645.89
7141,18568.71
7142,51103.59
7143,21776.51
7144,14405.56
7145,61123.76
7146,59905.73
7147,154394.58
7148,38493.65
7149,103520.62
7150,34765.78
7151,10362.46
7152,69840.37
7153,79981.38
7154,15859.51
7155,17798.47
7156,63117.43
7157,30920.6
7158,31695.32
7159,26290.94
7160,57427.64
7161,23131.98
7162,22881.66
7163,152735.94
7164,46398.7
7165,27419.13
7166,124863.0
7167,84691.87
7168,53404.48
7169,11975.39
7170,64946.55
7171,138888.96
7172,46856.33
7173,60520.2
7174,42056.26
7175,29826.71
7176,15283.72
7177,55957.81
7178,31396.88
7179,95798.25
7180,47551.38
7181,57847.34
7182,152759.51
7183,22793.78
7184,36628.92
7185,109801.31
7186,35601.54
7187,142660.26
7188,105866.12
7189,85378.61
7190,16206.18
7191,60230.8
7192,46890.7
7193,52780.2
7194,27642.41
7195,73455.72
7196,39634.02
7197,43175.47
7198,117883.25
7199,189546.05
7200,47332.46
7201,26937.41
7202,69237.26
7203,20987.97
7204,76156.57
7205,53829.47
7206,79051.28
7207,47630.73
7208,49609.6
7209,75434.95
7210,30940.25
7211,14532.48
7212,98416.16
7213,132050.04
7214,70351.87
7215,61700.47
7216,117516.13
7217,23755.18
7218,49064.12
7219,51132.25
7220,146512.9
7221,45582.55
7222,80003.22
7223,53496.15
7224,31649.14
7225,25778.98
7226,45559.29
7227,149536.05
7228,83891.79
7229,98307.26
7230,84977.08
7231,73203.47
7232,66099.66
7233,18938.09
7234,52918.36
7235,40881.95
7236,85211.37
7237,73727.06
7238,175609.78
7239,75811.4
7240,125548.16
7241,37513.12
7242,16435.48
7243,75029.55
7244,18202.11
7245,75524.61
7246,28070.05
7247,6422.49
7248,36907.79
7249,142620.48
7250,67491.96
7251,71437.29
7252,78681.12
7253,32796.98
7254,15104.0
7255,32150.66
7256,68744.22
7257,58488.41
7258,100261.31
7259,99036.86
7260,16504.83
7261,103982.12
7262,75526.84
7263,43189.08
7264,23098.73
7265,125835.7
7266,59084.02
7267,49292.87
7268,42486.76
7269,28037.5
7270,68917.56
7271,39367.69
7272,22766.38
7273,100441.62
7274,78684.2
7275,111454.78
7276,31268.82
7277,9517.09
7278,50513.36
7279,85426.63
7280,176951.3
7281,35948.03
7282,27165.74
7283,61897.92
7284,29120.5
7285,110812.21
7286,27232.25
7287,141276.17
7288,42913.98
7289,117930.38
7290,146404.13
7291,36995.87
7292,40115.0
7293,29604.91
7294,65345.92
7295,15207.06
7296,17002.79
7297,26599.05
7298,24105.72
7299,61600.55
7300,94595.89
7301,9110.33
7302,179897.36
7303,49632.68
7304,79971.9
7305,123924.89
7306,21815.22
7307,44010.42
7308,24162.28
7309,20503.29
7310,30729.48
7311,24662.31
7312,108873.11
7313,58369.12
7314,114992.61
7315,131256.9
7316,29500.99
7317,178501.11
7318,44178.91
7319,70206.66
7320,52637.48
7321,23236.89
7322,67289.88
7323,64906.87
7324,61302.71
7325,165167.54
7326,13316.93
7327,125847.27
7328,9803.42
7329,90087.66
7330,27519.26
7331,33203.59
7332,46704.45
7333,85716.2
7334,21750.98
7335,45720.13
7336,77801.71
7337,33469.2
7338,102671.79
7339,28892.52
7340,52139.57
7341,98411.82
7342,33008.68
7343,64995.34
7344,168849.53
7345,10513.82
7346,137638.12
7347,22031.19
7348,28808.89
7349,58464.88
7350,84684.94
7351,57018.93
7352,30376.49
7353,91207.36
7354,101652.42
7355,45812.58
7356,53796.95
7357,91409.96
7358,66610.73
7359,29813.52
7360,23891.13
7361,46590.43
7362,24336.79
7363,24519.79
7364,24494.53
7365,23622.42
7366,112622.27
7367,164061.42
7368,115722.33
7369,51888.12
7370,49008.82
7371,30278.63
7372,33366.38
7373,25441.08
7374,22747.61
7375,49675.09
7376,26574.31
7377,57558.17
7378,23634.07
7379,68733.11
7380,71988.48
7381,109055.18
7382,16471.86
7383,26952.67
7384,18254.1
7385,14187.46
7386,24029.5
7387,43332.56
7388,35854.22
7389,114509.56
7390,103856.86
7391,66660.37
7392,33310.34
7393,153226.48
7394,88834.06
7395,62156.07
7396,43860.15
7397,30231.68
7398,134975.81
7399,52225.37
7400,31500.33
7401,11979.83
7402,91350.92
7403,14485.02
7404,29944.9
7405,33565.43
7406,84068.05
