ID,credit_status,annual_income,verification_status,employment_duration,property_type,interest_rate,credit_amount,credit_type,term,credit_category
986364,Defaulted,50000,Not Verified,5 years,Leased,16.29%,8000,Credit card, 36 months,D
842169,Default,70000,Verified from source,3 years,Leased,12.42%,30000,Small business, 60 months,B
520551,Failed,40000,Not Verified,6 years,Own,16.77%,18000,Home remodeling, 60 months,D
985151,Paid,35000,Not Verified,2 years,Own,11.71%,13250,Credit card, 36 months,B
746516,Paid,80000,Not Verified,6 years,Leased,14.27%,14000,Debt consolidation, 36 months,C
820695,Defaulted,59000,Verified,10+ years,Own,20.30%,20000,Debt consolidation, 60 months, E
984851,Paid,40000,Verified,10+ years,Leased,16.29%,10000,Credit card, 36 months,D
698832,Paid,85000,Verified,5 years,Leased,20.30%,35000,Debt consolidation, 60 months, E
549990,Paid,55000,Not Verified,1 year,Leased,6.03%,4000,Debt consolidation, 36 months,A
155863,Paid,110000,Not Verified,6 years,Leased,9.91%,13000,Debt consolidation, 36 months,B
606469,Paid,1.00E+05,Verified from source,5 years,Leased,12.69%,28000,Credit card, 36 months,B
818422,Paid,62000,Not Verified,3 years,Leased,13.49%,10000,Debt consolidation, 36 months,C
267903,Paid,45000,Verified,< 1 year,Leased,7.90%,20000,Debt consolidation, 36 months,A
723186,Paid,110000,Verified,5 years,Leased,9.91%,18000,Debt consolidation, 36 months,B
364866,Defaulted,60000,Verified,3 years,Leased,19.91%,9000,Credit card, 60 months,E
988516,Defaulted,61500,Verified,10+ years,Leased,18.64%,25000,Debt consolidation, 60 months, E
862489,Paid,33000,Not Verified,3 years,Leased,11.71%,10000,Other, 36 months,B
234437,Paid,61000,Not Verified,3 years,Leased,6.03%,4200,Credit card, 36 months,A
539242,Defaulted,78216,Verified,10+ years,Own,15.27%,20000,Debt consolidation, 60 months,C
511109,Defaulted,62000,Verified,1 year,Mortgaged,17.27%,18000,Debt consolidation, 60 months,D
851797,Paid,50964,Verified,2 years,Leased,16.29%,24000,Debt consolidation, 36 months,D
879928,Paid,43680,Not Verified,3 years,Leased,15.27%,4475,Credit card, 36 months,C
805441,Paid,56000,Verified,2 years,Mortgaged,14.65%,20000,Credit card, 60 months,C
981567,Paid,50700,Verified from source,5 years,Leased,12.42%,12000,Credit card, 36 months,B
971203,Defaulted,30000,Verified from source,2 years,Leased,12.42%,5000,Debt consolidation, 36 months,B
545151,Paid,50000,Not Verified,5 years,Leased,6.03%,3000,Other, 36 months,A
313611,Paid,75000,Verified,10+ years,Leased,19.03%,25000,Debt consolidation, 60 months, E
884768,Paid,90000,Verified from source,3 years,Leased,19.03%,18000,Credit card, 60 months,E
400233,Defaulted,55000,Not Verified,10+ years,Leased,9.91%,12000,Debt consolidation, 36 months,B
776226,Paid,50000,Verified,10+ years,Mortgaged,15.27%,20000,Other, 36 months,C
274093,Paid,84000,Verified,3 years,Leased,13.49%,10000,Debt consolidation, 36 months,C
426411,Paid,155000,Verified,6 years,Own,12.42%,15000,Debt consolidation, 36 months,B
685239,Paid,62000,Verified from source,< 1 year,Mortgaged,7.90%,12000,Debt consolidation, 36 months,A
526008,Paid,175000,Verified,2 years,Mortgaged,10.65%,20000,Debt consolidation, 60 months,B
348475,Paid,30000,Not Verified,2 years,Leased,11.71%,6300,Credit card, 36 months,B
942107,Paid,50000,Verified,7 years,Leased,16.77%,20000,Credit card, 60 months,D
392792,Paid,208000,Verified from source,8 years,Mortgaged,17.27%,35000,Debt consolidation, 60 months,D
751143,Paid,35004,Verified,2 years,Mortgaged,15.96%,8250,Home remodeling, 60 months,C
836124,Paid,85000,Verified from source,7 years,Own,12.69%,20000,Home remodeling, 60 months,B
338571,Defaulted,32000,Not Verified,5 years,Leased,11.71%,10000,Credit card, 36 months,B
859033,Defaulted,116400,Verified,10+ years,Mortgaged,8.90%,24000,car, 36 months,A
281200,Paid,40000,Not Verified,9 years,Mortgaged,12.69%,14400,Debt consolidation, 36 months,B
783274,Paid,34000,Not Verified,7 years,Leased,14.65%,6000,Credit card, 36 months,C
516118,Paid,73000,Verified,5 years,Mortgaged,15.96%,22000,Debt consolidation, 36 months,C
575398,Defaulted,57200,Verified from source,10+ years,Leased,11.71%,12000,Debt Consolidation, 36 months,B
880266,Paid,114000,Verified from source,< 1 year,Mortgaged,16.77%,16000,Debt consolidation, 36 months,D
529982,Paid,90000,Not Verified,10+ years,Mortgaged,10.65%,10000,Debt consolidation, 36 months,B
482371,Paid,54000,Verified from source,8 years,Mortgaged,19.03%,16000,Home renovation, 60 months,E
570495,Defaulted,35000,Verified from source,2 years,Leased,12.69%,10000,Debt consolidation, 36 months,B
477925,Paid,56000,Not Verified,7 years,Leased,13.49%,3500,Debt Consolidation, 36 months,C
294720,Paid,35000,Not Verified,5 years,Leased,9.91%,9600,Debt consolidation, 36 months,B
538479,Paid,40000,Verified from source,10+ years,Mortgaged,7.90%,9875,Debt consolidation, 36 months,A
834078,Paid,59000,Verified,2 years,Own,17.58%,21500,Debt consolidation, 60 months,D
606904,Paid,48000,Verified from source,6 years,Leased,7.90%,4800,Debt Consolidation, 36 months,A
132988,Paid,85000,Not Verified,10+ years,Own,6.03%,7800,Consumption, 36 months,A
598854,Paid,70000,Verified,10+ years,Mortgaged,14.27%,20000,Credit card, 36 months,C
257179,Defaulted,35000,Not Verified,4 years,Leased,7.51%,9750,Debt consolidation, 36 months,A
915208,Paid,91000,Verified,6 years,Mortgaged,15.96%,18000,Credit card, 60 months,C
156338,Paid,30000,Not Verified,9 years,Mortgaged,6.03%,5000,Other, 36 months,A
971881,Paid,45000,Verified from source,4 years,Leased,14.65%,9000,Debt consolidation, 36 months,C
521634,Paid,55000,Not Verified,1 year,Leased,7.90%,7200,Debt Consolidation, 36 months,A
470230,Default,53004,Verified from source,3 years,Leased,19.03%,3000,Other, 60 months,E
559868,Defaulted,60000,Verified,10+ years,Leased,19.42%,25000,Credit card, 60 months, E
759293,Paid,82000,Verified,8 years,Own,15.27%,25000,Debt consolidation, 36 months,C
552070,Paid,53000,Verified,10+ years,Leased,15.96%,10000,Debt Consolidation, 36 months,C
628858,Defaulted,35360,Verified,5 years,Mortgaged,12.69%,8875,Debt consolidation, 36 months,B
783434,Paid,54000,Verified,10+ years,Leased,11.71%,15550,Debt Consolidation, 36 months,B
691010,Paid,65000,Not Verified,8 years,Leased,15.27%,17000,Debt consolidation, 60 months,C
337092,Paid,65000,Not Verified,5 years,Leased,12.69%,7500,Credit card, 36 months,B
245460,Paid,28800,Not Verified,6 years,Own,8.90%,8875,Debt consolidation, 36 months,A
901210,Paid,42000,Not Verified,1 year,Leased,17.27%,4500,Credit card, 36 months,D
769068,Paid,36000,Not Verified,3 years,Leased,12.42%,5800,Debt consolidation, 36 months,B
844749,Paid,40000,Not Verified,2 years,Leased,11.71%,10000,Debt consolidation, 36 months,B
224922,Paid,50000,Not Verified,4 years,Leased,9.91%,10000,Credit card, 36 months,B
572698,Paid,52000,Not Verified,1 year,Leased,11.71%,14000,Credit card, 36 months,B
145261,Paid,85000,Verified,3 years,Mortgaged,19.03%,25000,Credit card, 60 months,E
669565,Defaulted,32000,Verified from source,3 years,Leased,8.90%,12000,Debt consolidation, 36 months,A
775900,Paid,75000,Verified,6 years,Own,7.90%,24000,Debt consolidation, 36 months,A
449824,Paid,80000,Not Verified,< 1 year,Leased,14.27%,14000,Credit card, 36 months,C
326182,Paid,40246,Verified,7 years,Mortgaged,8.90%,12000,Credit card, 36 months,A
863140,Defaulted,30000,Verified,3 years,Own,12.69%,15000,Debt consolidation, 60 months,B
258789,Defaulted,36000,Verified from source,1 year,Leased,12.69%,8050,Debt consolidation, 36 months,B
871117,Paid,60000,Not Verified,6 years,Leased,10.65%,5600,Debt consolidation, 36 months,B
590535,Paid,31200,Not Verified,3 years,Leased,9.91%,7500,Credit card, 36 months,B
255300,Paid,90000,Verified,10+ years,Leased,11.71%,7000,Credit card, 36 months,B
328892,Paid,40000,Not Verified,4 years,Leased,7.90%,5400,Debt Consolidation, 36 months,A
332013,Paid,90000,Verified,1 year,Leased,12.42%,16000,Credit card, 36 months,B
574143,Paid,105000,Verified,9 years,Mortgaged,12.42%,35000,Home remodeling, 60 months,B
489208,Defaulted,30084,Verified,< 1 year,Leased,7.90%,6000,Debt consolidation, 60 months,A
548605,Paid,36000,Not Verified,10+ years,Mortgaged,12.69%,4125,car, 60 months,B
822702,Paid,67000,Not Verified,4 years,Leased,16.29%,9800,Credit card, 36 months,D
638528,Paid,63000,Verified from source,10+ years,Mortgaged,18.25%,15700,Debt consolidation, 60 months,D
336638,Paid,276000,Verified from source,1 year,Leased,6.62%,5000,Debt Consolidation, 36 months,A
556158,Paid,26400,Verified,6 years,Leased,11.71%,9900,Debt consolidation, 36 months,B
574738,Paid,68400,Verified from source,3 years,Mortgaged,11.71%,15000,Debt consolidation, 36 months,B
263926,Paid,29120,Not Verified,1 year,Leased,15.96%,6250,Debt Consolidation, 36 months,C
136491,Paid,29120,Not Verified,< 1 year,Leased,16.29%,6400,Debt Consolidation, 36 months,D
854417,Paid,89122,Verified from source,10+ years,Mortgaged,13.49%,8850,Consumption, 60 months,C
354427,Paid,54000,Not Verified,4 years,Mortgaged,15.27%,12000,Debt consolidation, 36 months,C
447140,Paid,30000,Verified,5 years,Mortgaged,8.90%,15000,Debt consolidation, 36 months,A
720696,Paid,30000,Not Verified,4 years,Mortgaged,14.27%,6500,Credit card, 36 months,C
663175,Paid,50000,Not Verified,10+ years,Leased,15.96%,8000,Credit card, 36 months,C
190073,Paid,92000,Verified from source,6 years,Mortgaged,21.28%,30000,Home renovation, 60 months,F
663479,Paid,100500,Verified from source,10+ years,Mortgaged,14.65%,15000,Credit card, 36 months,C
874353,Paid,40000,Not Verified,3 years,Leased,14.27%,10200,Debt Consolidation, 36 months,C
396661,Paid,47000,Not Verified,5 years,Mortgaged,12.42%,9000,Credit card, 36 months,B
353212,Paid,68000,Not Verified,3 years,Mortgaged,16.29%,6500,Debt consolidation, 36 months,D
728979,Paid,95000,Verified,8 years,Mortgaged,21.28%,23000,Debt consolidation, 60 months,F
309100,Paid,39600,Not Verified,4 years,Leased,7.90%,2000,Credit card, 36 months,A
265646,Paid,30000,Verified,3 years,Own,13.49%,8000,Debt consolidation, 36 months,C
868691,Paid,30000,Verified,1 year,Leased,7.51%,8875,Debt consolidation, 36 months,A
661509,Default,17000,Verified from source,< 1 year,Rented,18.64%,1500,Other, 36 months,E
978830,Paid,42000,Not Verified,3 years,Leased,12.42%,8000,Debt consolidation, 36 months,B
376398,Defaulted,75000,Verified,10+ years,Leased,14.65%,20000,Debt consolidation, 60 months,C
264039,Paid,42000,Not Verified,4 years,Leased,11.71%,6500,Credit card, 36 months,B
862975,Paid,27000,Verified from source,3 years,Mortgaged,13.49%,9600,Debt consolidation, 36 months,C
147596,Paid,130000,Verified,10+ years,Mortgaged,12.69%,25975,Debt consolidation, 60 months,B
132515,Paid,46000,Not Verified,5 years,Mortgaged,7.90%,10000,Home remodeling, 36 months,A
357093,Paid,80000,Verified,10+ years,Mortgaged,12.42%,15000,Debt consolidation, 36 months,B
840390,Paid,45000,Not Verified,3 years,Mortgaged,6.62%,9000,Debt consolidation, 36 months,A
771783,Paid,72500,Verified,2 years,Leased,7.90%,10000,Credit card, 36 months,A
776572,Paid,30000,Verified from source,2 years,Leased,7.90%,14000,Debt consolidation, 36 months,A
407225,Defaulted,50000,Verified from source,9 years,Leased,14.27%,8500,Debt consolidation, 36 months,C
790321,Paid,75000,Verified from source,9 years,Leased,19.03%,15000,Debt consolidation, 60 months, E
370069,Paid,65000,Not Verified,5 years,Mortgaged,15.96%,4500,Other, 36 months,C
312201,Paid,65000,Not Verified,10+ years,Mortgaged,7.51%,3000,Consumption, 36 months,A
227135,Paid,120000,Verified from source,4 years,Mortgaged,9.91%,10000,Home renovation, 36 months,B
943537,Paid,42500,Verified,5 years,Mortgaged,16.77%,21250,Debt consolidation, 60 months,D
756300,Defaulted,75000,Verified from source,2 years,Mortgaged,13.49%,33425,Debt consolidation, 60 months,C
113194,Paid,195000,Verified,8 years,Leased,19.42%,35000,Debt consolidation, 60 months, E
545392,Paid,54990,Verified,4 years,Leased,15.27%,7200,Debt Consolidation, 36 months,C
746107,Defaulted,40000,Verified from source,< 1 year,Leased,11.71%,18000,Debt consolidation, 60 months,B
278199,Paid,137000,Verified from source,2 years,Mortgaged,7.90%,23000,Debt consolidation, 36 months,A
283568,Defaulted,60000,Verified,10+ years,Leased,16.77%,20000,Debt consolidation, 60 months,D
210123,Paid,30120,Not Verified,3 years,Leased,17.58%,6000,Debt consolidation, 60 months,D
599627,Paid,46000,Verified,1 year,Leased,8.90%,7000,Credit card, 36 months,A
454064,Paid,135000,Verified,8 years,Mortgaged,12.69%,21000,Debt consolidation, 36 months,B
346420,Paid,65000,Verified,10+ years,Leased,9.91%,13000,Credit card, 36 months,B
750230,Paid,78000,Not Verified,2 years,Mortgaged,6.62%,18000,Debt consolidation, 36 months,A
204386,Paid,60000,Not Verified,5 years,Mortgaged,6.03%,7200,Other, 36 months,A
554562,Paid,48000,Not Verified,10+ years,Leased,8.90%,16500,Credit card, 36 months,A
913523,Paid,25000,Not Verified,< 1 year,Leased,7.90%,8125,Debt consolidation, 36 months,A
696468,Paid,82000,Verified,3 years,Mortgaged,7.51%,18800,Debt consolidation, 36 months,A
952269,Paid,82000,Verified from source,10+ years,Mortgaged,19.03%,26800,Credit card, 36 months,E
439307,Paid,42000,Verified,5 years,Mortgaged,7.90%,19200,Debt consolidation, 36 months,A
764830,Paid,27600,Verified,3 years,Leased,17.58%,12875,Debt consolidation, 60 months,D
804123,Paid,38000,Not Verified,5 years,Mortgaged,12.42%,4000,Credit card, 36 months,B
703738,Paid,35000,Not Verified,4 years,Leased,16.29%,4000,Debt consolidation, 36 months,D
486910,Paid,33000,Not Verified,10+ years,Own,9.91%,12000,Credit card, 36 months,B
282681,Paid,52800,Not Verified,10+ years,Mortgaged,11.71%,2625,Medical cause, 36 months,B
739097,Paid,40900,Verified,10+ years,Mortgaged,13.49%,18000,Debt consolidation, 60 months,C
509811,Paid,73882,Not Verified,10+ years,Leased,9.91%,7000,Debt Consolidation, 36 months,B
311936,Paid,36000,Not Verified,7 years,Mortgaged,12.69%,11300,Credit card, 36 months,B
708192,Paid,130000,Verified from source,10+ years,Mortgaged,9.91%,4000,Debt consolidation, 36 months,B
556813,Paid,57200,Not Verified,10+ years,Mortgaged,6.03%,8000,Debt Consolidation, 36 months,A
626916,Defaulted,51871,Verified,5 years,Leased,18.25%,14400,Debt consolidation, 36 months,D
793489,Paid,15000,Verified,2 years,Own,12.42%,4375,Debt consolidation, 36 months,B
669390,Paid,70197,Not Verified,9 years,Mortgaged,7.51%,4100,Credit card, 36 months,A
868207,Paid,47000,Verified,7 years,Leased,8.90%,6000,Other, 36 months,A
841569,Defaulted,43000,Verified from source,9 years,Leased,17.27%,4200,Debt consolidation, 60 months,D
532764,Paid,120000,Verified from source,6 years,Mortgaged,6.62%,4000,Home renovation, 36 months,A
589287,Defaulted,86004,Not Verified,10+ years,Mortgaged,10.65%,3000,Other, 36 months,B
539651,Paid,75000,Not Verified,10+ years,Mortgaged,12.69%,5400,car, 36 months,B
760136,Default,110000,Verified,1 year,Leased,16.29%,15000,Small business, 36 months,D
206141,Paid,80000,Verified from source,3 years,Mortgaged,18.64%,20000,Debt consolidation, 60 months,E
986726,Paid,44000,Verified from source,4 years,Leased,12.69%,10400,Credit card, 36 months,B
196654,Paid,51600,Verified from source,7 years,Mortgaged,17.58%,4500,Debt consolidation, 60 months,D
939767,Paid,38500,Verified from source,< 1 year,Leased,12.42%,11500,Credit card, 36 months,B
317541,Paid,75000,Verified,4 years,Rented,6.62%,10000,Home renovation, 36 months,A
892373,Paid,37320,Verified,10+ years,Mortgaged,13.49%,18225,Debt Consolidation, 60 months,C
316483,Paid,55000,Not Verified,10+ years,Leased,8.90%,3600,Debt Consolidation, 36 months,A
947288,Paid,1.00E+05,Verified,2 years,Rented,11.71%,18500,Consumption, 60 months,B
215657,Paid,70000,Verified,10+ years,Mortgaged,18.25%,16800,Credit card, 60 months,D
468011,Defaulted,68000,Not Verified,8 years,Leased,17.27%,10000,Debt consolidation, 36 months,D
463146,Paid,66000,Not Verified,10+ years,Mortgaged,18.25%,15000,Debt consolidation, 36 months,D
622947,Paid,85000,Verified from source,8 years,Rented,11.71%,8000,Consumption, 36 months,B
374002,Paid,83004,Verified,1 year,Leased,16.77%,25000,Debt consolidation, 60 months,D
462961,Defaulted,51000,Verified from source,1 year,Leased,7.90%,16000,Debt consolidation, 36 months,A
424025,Paid,55000,Verified from source,2 years,Leased,10.65%,8000,Debt Consolidation, 36 months,B
220546,Paid,47000,Verified from source,10+ years,Mortgaged,7.51%,7200,Debt consolidation, 36 months,A
732398,Paid,86000,Verified from source,4 years,Leased,7.51%,12000,Debt Consolidation, 36 months,A
640105,Defaulted,48000,Not Verified,10+ years,Own,15.27%,2200,Debt consolidation, 36 months,C
804519,Paid,49000,Verified,10+ years,Rented,12.69%,20000,Other, 60 months,B
638665,Paid,85000,Verified from source,4 years,Mortgaged,12.42%,28000,Debt consolidation, 60 months,B
579710,Paid,50000,Verified,2 years,Mortgaged,7.51%,6000,Debt consolidation, 36 months,A
723480,Defaulted,105000,Verified,10+ years,Leased,19.42%,25000,Credit card, 60 months,E
831488,Defaulted,51204,Not Verified,1 year,Leased,8.90%,8000,Debt consolidation, 60 months,A
777911,Paid,42996,Not Verified,2 years,Leased,15.27%,14400,Debt Consolidation, 36 months,C
251703,Paid,60000,Verified,5 years,Leased,19.03%,20000,Credit card, 60 months, E
686556,Paid,85000,Verified,10+ years,Mortgaged,14.27%,25000,Debt consolidation, 60 months,C
218574,Paid,120000,Verified,3 years,Mortgaged,8.90%,14050,Consumption, 36 months,A
584894,Paid,62691,Not Verified,10+ years,Own,13.49%,6000,Consumption, 36 months,C
122935,Paid,36000,Verified,< 1 year,Mortgaged,11.71%,16100,Debt consolidation, 60 months,B
115474,Defaulted,85000,Verified,3 years,Own,20.30%,35000,Debt consolidation, 60 months, E
216821,Paid,49668,Verified from source,4 years,Leased,7.90%,10525,Debt Consolidation, 36 months,A
597589,Paid,30000,Verified from source,2 years,Leased,15.96%,7200,Debt Consolidation, 36 months,C
776383,Paid,40000,Verified,10+ years,Own,10.65%,18500,Debt Consolidation, 60 months,B
728248,Paid,40000,Verified,10+ years,Mortgaged,13.49%,12000,Debt consolidation, 36 months,C
191889,Paid,1.00E+05,Not Verified,5 years,Mortgaged,11.71%,12000,Credit card, 36 months,B
232327,Paid,56312,Not Verified,2 years,Leased,11.71%,3000,Other, 36 months,B
750373,Paid,54011,Verified from source,10+ years,Leased,16.29%,9500,Debt Consolidation, 36 months,D
212291,Paid,49110.32,Verified,2 years,Leased,12.42%,19775,Debt Consolidation, 36 months,B
